gene	ontology	GO_id	GO_name
fig|657315.3.peg.1	BP	GO:0009372	quorum sensing
fig|657315.3.peg.1	MF	GO:0008233	peptidase activity
fig|657315.3.peg.1	CC	GO:0016021	integral component of membrane
fig|657315.3.peg.177|ROI_30290	MF	0043167	ion binding	0.6607770311119143	0.422730456146	11
fig|657315.3.peg.177|ROI_30290	MF	1901363	heterocyclic compound binding	0.48491637116536757	0.405811380418	12
fig|657315.3.peg.177|ROI_30290	MF	0097159	organic cyclic compound binding	0.4847952089069284	0.405798747674	13
fig|657315.3.peg.177|ROI_30290	MF	0005488	binding	0.3389762607429294	0.389237861721	14
fig|657315.3.peg.177|ROI_30290	MF	0003824	catalytic activity	0.24638704428826871	0.376773489649	15
fig|657315.3.peg.177|ROI_30290	MF	0016757	transferase activity, transferring glycosyl groups	0.1204372604384361	0.355090312356	16
fig|657315.3.peg.177|ROI_30290	MF	0004180	carboxypeptidase activity	0.06223134218388995	0.340921897749	17
fig|657315.3.peg.177|ROI_30290	MF	0008238	exopeptidase activity	0.05100310269874639	0.337491774187	18
fig|657315.3.peg.177|ROI_30290	MF	0016787	hydrolase activity	0.04587347277472083	0.335799071714	19
fig|657315.3.peg.177|ROI_30290	MF	0070011	peptidase activity, acting on L-amino acid peptides	0.035927385453625046	0.33222196404	20
fig|657315.3.peg.177|ROI_30290	MF	0008233	peptidase activity	0.03436671210095933	0.331617554976	21
fig|657315.3.peg.177|ROI_30290	MF	0140096	catalytic activity, acting on a protein	0.027297704181002247	0.328689968511	22
fig|657315.3.peg.180|ROI_30310	MF	0016790	thiolester hydrolase activity	4.995276858699155	0.629223684533	1
fig|657315.3.peg.180|ROI_30310	BP	0006633	fatty acid biosynthetic process	3.911971192743322	0.591886777438	1
fig|657315.3.peg.180|ROI_30310	BP	0006631	fatty acid metabolic process	3.6648156582169253	0.582666643889	2
fig|657315.3.peg.180|ROI_30310	MF	0016788	hydrolase activity, acting on ester bonds	2.4055935560905954	0.529904851561	2
fig|657315.3.peg.180|ROI_30310	BP	0072330	monocarboxylic acid biosynthetic process	3.2440105373434367	0.566221708314	3
fig|657315.3.peg.180|ROI_30310	MF	0016787	hydrolase activity	1.1977661749713242	0.463610516259	3
fig|657315.3.peg.180|ROI_30310	BP	0008610	lipid biosynthetic process	2.9627615814277766	0.554628031504	4
fig|657315.3.peg.180|ROI_30310	MF	0003824	catalytic activity	0.3360882913880484	0.388876973638	4
fig|657315.3.peg.180|ROI_30310	BP	0044255	cellular lipid metabolic process	2.8229709143699733	0.548660670409	5
fig|657315.3.peg.180|ROI_30310	BP	0032787	monocarboxylic acid metabolic process	2.8188857362033173	0.548484086297	6
fig|657315.3.peg.180|ROI_30310	BP	0006629	lipid metabolic process	2.6497060221751867	0.54105536392	7
fig|657315.3.peg.180|ROI_30310	BP	0046394	carboxylic acid biosynthetic process	2.3052874748361427	0.525159674416	8
fig|657315.3.peg.180|ROI_30310	BP	0016053	organic acid biosynthetic process	2.302194765635874	0.525011743517	9
fig|657315.3.peg.180|ROI_30310	BP	0044283	small molecule biosynthetic process	1.995097913913085	0.509792001606	10
fig|657315.3.peg.180|ROI_30310	BP	0019752	carboxylic acid metabolic process	1.8234799809108329	0.500772694113	11
fig|657315.3.peg.180|ROI_30310	BP	0043436	oxoacid metabolic process	1.811255566178799	0.50011436373	12
fig|657315.3.peg.180|ROI_30310	BP	0006082	organic acid metabolic process	1.8029725080788674	0.499667026717	13
fig|657315.3.peg.180|ROI_30310	BP	0044281	small molecule metabolic process	1.291670597007438	0.469722249601	14
fig|657315.3.peg.180|ROI_30310	BP	0044249	cellular biosynthetic process	1.0124081604727608	0.450798055235	15
fig|657315.3.peg.180|ROI_30310	BP	1901576	organic substance biosynthetic process	0.9967656671554174	0.449664997262	16
fig|657315.3.peg.180|ROI_30310	BP	0009058	biosynthetic process	0.9653979966955201	0.447365779289	17
fig|657315.3.peg.180|ROI_30310	BP	0044238	primary metabolic process	0.5189308679170667	0.409297515485	18
fig|657315.3.peg.180|ROI_30310	BP	0044237	cellular metabolic process	0.4927205470222848	0.406621769027	19
fig|657315.3.peg.180|ROI_30310	BP	0071704	organic substance metabolic process	0.45245718407513047	0.402368689508	20
fig|657315.3.peg.180|ROI_30310	BP	0009987	cellular process	0.35404125560401745	0.391095983434	21
fig|657315.3.peg.180|ROI_30310	BP	0008152	metabolic process	0.26956761738736207	0.380087697007	22
fig|657315.3.peg.181|ROI_30320	MF	0003676	nucleic acid binding	0.8060129322084137	0.435057979772	1
fig|657315.3.peg.181|ROI_30320	MF	1901363	heterocyclic compound binding	0.4682320220739578	0.404056703099	2
fig|657315.3.peg.181|ROI_30320	MF	0097159	organic cyclic compound binding	0.4681150286032451	0.404044289582	3
fig|657315.3.peg.181|ROI_30320	MF	0005488	binding	0.3273132223218011	0.387770799676	4
fig|657315.3.peg.182|ROI_30330	MF	0016787	hydrolase activity	2.2491187481229082	0.522457343232	1
fig|657315.3.peg.182|ROI_30330	MF	0003824	catalytic activity	0.631093524747058	0.420048905612	2
fig|657315.3.peg.184|ROI_30360	MF	0016787	hydrolase activity	2.2502952284181275	0.522514288587	1
fig|657315.3.peg.184|ROI_30360	MF	0003824	catalytic activity	0.6314236403076194	0.42007907031	2
fig|657315.3.peg.187|ROI_30400	BP	0009267	cellular response to starvation	4.179197432351023	0.601533600918	1
fig|657315.3.peg.187|ROI_30400	CC	0016021	integral component of membrane	0.2982323955552646	0.383994675261	1
fig|657315.3.peg.187|ROI_30400	BP	0042594	response to starvation	4.158163083418633	0.60078566094	2
fig|657315.3.peg.187|ROI_30400	CC	0031224	intrinsic component of membrane	0.297530955325493	0.383901370142	2
fig|657315.3.peg.187|ROI_30400	BP	0031669	cellular response to nutrient levels	4.131053091194163	0.599818887169	3
fig|657315.3.peg.187|ROI_30400	CC	0044425	membrane part	0.2879994814008246	0.382622426723	3
fig|657315.3.peg.187|ROI_30400	BP	0031667	response to nutrient levels	4.0423734239355396	0.596634103167	4
fig|657315.3.peg.187|ROI_30400	CC	0016020	membrane	0.2772446952892534	0.381153652631	4
fig|657315.3.peg.187|ROI_30400	BP	0031668	cellular response to extracellular stimulus	3.100438970212603	0.560369080701	5
fig|657315.3.peg.187|ROI_30400	BP	0071496	cellular response to external stimulus	3.096895716302621	0.560222946646	6
fig|657315.3.peg.187|ROI_30400	BP	0009991	response to extracellular stimulus	3.08450325427732	0.55971118699	7
fig|657315.3.peg.187|ROI_30400	BP	0009605	response to external stimulus	2.4073242072392063	0.529985846325	8
fig|657315.3.peg.187|ROI_30400	BP	0033554	cellular response to stress	2.129020835172933	0.516563709561	9
fig|657315.3.peg.187|ROI_30400	BP	0006950	response to stress	1.973746796265267	0.508691623984	10
fig|657315.3.peg.187|ROI_30400	BP	0007154	cell communication	1.6888130240052541	0.493393700313	11
fig|657315.3.peg.187|ROI_30400	BP	0051716	cellular response to stimulus	1.452538687113472	0.479696946379	12
fig|657315.3.peg.187|ROI_30400	BP	0050896	response to stimulus	1.3215714240609493	0.471621368304	13
fig|657315.3.peg.187|ROI_30400	BP	0009987	cellular process	0.2657067912934368	0.379545887723	14
fig|657315.3.peg.188|ROI_30410	MF	0047244	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D-mannosaminyltransferase activity	3.6989887185285806	0.583959605228	1
fig|657315.3.peg.188|ROI_30410	BP	0009058	biosynthetic process	1.8136366333798117	0.5002427669	1
fig|657315.3.peg.188|ROI_30410	MF	0008194	UDP-glycosyltransferase activity	2.280994580500826	0.523995006739	2
fig|657315.3.peg.188|ROI_30410	BP	0008152	metabolic process	0.5064208831384468	0.408029045946	2
fig|657315.3.peg.188|ROI_30410	MF	0016758	transferase activity, transferring hexosyl groups	1.8602291141548015	0.502738594276	3
fig|657315.3.peg.188|ROI_30410	MF	0016757	transferase activity, transferring glycosyl groups	1.7424852201350538	0.49636868705	4
fig|657315.3.peg.188|ROI_30410	MF	0016740	transferase activity	1.2605762263472036	0.467723860226	5
fig|657315.3.peg.188|ROI_30410	MF	0003824	catalytic activity	0.34225101792705065	0.38964522883	6
fig|657315.3.peg.189|ROI_30420	CC	0016021	integral component of membrane	0.8321433183881762	0.437154184031	1
fig|657315.3.peg.189|ROI_30420	CC	0031224	intrinsic component of membrane	0.8301861239010841	0.436998326738	2
fig|657315.3.peg.189|ROI_30420	CC	0044425	membrane part	0.8035909167438045	0.434861973869	3
fig|657315.3.peg.189|ROI_30420	CC	0016020	membrane	0.694035782151085	0.425664392102	4
fig|657315.3.peg.190|ROI_30430	MF	0003677	DNA binding	1.0833883565713298	0.455832789484	1
fig|657315.3.peg.190|ROI_30430	MF	0003676	nucleic acid binding	0.7419574826153384	0.429770857054	2
fig|657315.3.peg.190|ROI_30430	MF	1901363	heterocyclic compound binding	0.43102069271520405	0.400026945327	3
fig|657315.3.peg.190|ROI_30430	MF	0097159	organic cyclic compound binding	0.4309129969481218	0.400015035284	4
fig|657315.3.peg.190|ROI_30430	MF	0005488	binding	0.3013009900414388	0.384401573542	5
fig|657315.3.peg.191|ROI_30440	BP	0051301	cell division	2.207554066074244	0.520435835403	1
fig|657315.3.peg.191|ROI_30440	MF	0016887	ATPase activity	1.5771832688338268	0.4870508101	1
fig|657315.3.peg.191|ROI_30440	MF	0017111	nucleoside-triphosphatase activity	1.4012993020582425	0.476582661247	2
fig|657315.3.peg.191|ROI_30440	BP	0009987	cellular process	0.23486708551026622	0.375068403126	2
fig|657315.3.peg.191|ROI_30440	MF	0016462	pyrophosphatase activity	1.3732909897266774	0.474856248396	3
fig|657315.3.peg.191|ROI_30440	MF	0016818	hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides	1.3681608244876347	0.474538127018	4
fig|657315.3.peg.191|ROI_30440	MF	0016817	hydrolase activity, acting on acid anhydrides	1.366903877299956	0.474460092841	5
fig|657315.3.peg.191|ROI_30440	MF	0005524	ATP binding	1.0483227785163114	0.453366845908	6
fig|657315.3.peg.191|ROI_30440	MF	0032559	adenyl ribonucleotide binding	1.043620428620431	0.453033041637	7
fig|657315.3.peg.191|ROI_30440	MF	0030554	adenyl nucleotide binding	1.0419109864923533	0.452911507666	8
fig|657315.3.peg.191|ROI_30440	MF	0035639	purine ribonucleoside triphosphate binding	0.9935542357630832	0.449431280982	9
fig|657315.3.peg.191|ROI_30440	MF	0032555	purine ribonucleotide binding	0.9869037619592889	0.448946079633	10
fig|657315.3.peg.191|ROI_30440	MF	0017076	purine nucleotide binding	0.9852899135791491	0.448828091154	11
fig|657315.3.peg.191|ROI_30440	MF	0008144	drug binding	0.9800937910592076	0.448447544677	12
fig|657315.3.peg.191|ROI_30440	MF	0032553	ribonucleotide binding	0.9696036880572179	0.447676198507	13
fig|657315.3.peg.191|ROI_30440	MF	0097367	carbohydrate derivative binding	0.9530420698512567	0.446449864481	14
fig|657315.3.peg.191|ROI_30440	MF	0000166	nucleotide binding	0.8645361386124686	0.439707592349	15
fig|657315.3.peg.191|ROI_30440	MF	1901265	nucleoside phosphate binding	0.8645361044054344	0.439707589678	16
fig|657315.3.peg.191|ROI_30440	MF	0043168	anion binding	0.8561506860325184	0.439051252914	17
fig|657315.3.peg.191|ROI_30440	MF	0036094	small molecule binding	0.8054430009437122	0.435011883597	18
fig|657315.3.peg.191|ROI_30440	MF	0016787	hydrolase activity	0.7945849422501661	0.434130545548	19
fig|657315.3.peg.191|ROI_30440	MF	0043167	ion binding	0.593022763515847	0.416515574247	20
fig|657315.3.peg.191|ROI_30440	MF	1901363	heterocyclic compound binding	0.4351943741426115	0.400487370764	21
fig|657315.3.peg.191|ROI_30440	MF	0097159	organic cyclic compound binding	0.43508563553041657	0.400475403196	22
fig|657315.3.peg.191|ROI_30440	MF	0005488	binding	0.30421856306623635	0.384786529041	23
fig|657315.3.peg.191|ROI_30440	MF	0003824	catalytic activity	0.2229572859743872	0.373261048552	24
fig|657315.3.peg.192|ROI_30450	BP	0007049	cell cycle	2.117198284835458	0.5159746462	1
fig|657315.3.peg.192|ROI_30450	CC	0005886	plasma membrane	1.0441313497001408	0.453069346602	1
fig|657315.3.peg.192|ROI_30450	BP	0051301	cell division	2.084560553556635	0.514339866278	2
fig|657315.3.peg.192|ROI_30450	CC	0071944	cell periphery	0.9939589614709493	0.449460756226	2
fig|657315.3.peg.192|ROI_30450	CC	0044464	cell part	0.3094909001045792	0.38547752798	3
fig|657315.3.peg.192|ROI_30450	BP	0009987	cellular process	0.22178150438425004	0.373080028723	3
fig|657315.3.peg.192|ROI_30450	CC	0016021	integral component of membrane	0.30466867886145643	0.384845754368	4
fig|657315.3.peg.192|ROI_30450	CC	0031224	intrinsic component of membrane	0.3039521005443797	0.384751447794	5
fig|657315.3.peg.192|ROI_30450	CC	0005623	cell	0.29594688909565503	0.383690253201	6
fig|657315.3.peg.192|ROI_30450	CC	0044425	membrane part	0.29421492372686975	0.383458777324	7
fig|657315.3.peg.192|ROI_30450	CC	0016020	membrane	0.2541040228985069	0.377893478391	8
fig|657315.3.peg.193|ROI_30460	MF	0016787	hydrolase activity	2.101553867505937	0.515192622794	1
fig|657315.3.peg.193|ROI_30460	CC	0016021	integral component of membrane	0.11395186117317928	0.353714810488	1
fig|657315.3.peg.193|ROI_30460	MF	0003824	catalytic activity	0.5896874225947524	0.41620068842	2
fig|657315.3.peg.193|ROI_30460	CC	0031224	intrinsic component of membrane	0.11368384729918216	0.353657135332	2
fig|657315.3.peg.193|ROI_30460	CC	0044425	membrane part	0.11004195859216431	0.3528665757	3
fig|657315.3.peg.193|ROI_30460	CC	0016020	membrane	0.09503972134281703	0.349463000867	4
fig|657315.3.peg.194|ROI_30480	MF	0008236	serine-type peptidase activity	2.8131589273741486	0.548236326227	1
fig|657315.3.peg.194|ROI_30480	BP	0006508	proteolysis	1.9124848300008876	0.505500881896	1
fig|657315.3.peg.194|ROI_30480	CC	0016021	integral component of membrane	0.3049821832805958	0.384886978802	1
fig|657315.3.peg.194|ROI_30480	MF	0017171	serine hydrolase activity	2.813019202881446	0.548230278149	2
fig|657315.3.peg.194|ROI_30480	BP	0019538	protein metabolic process	1.0278994021598158	0.451911562765	2
fig|657315.3.peg.194|ROI_30480	CC	0031224	intrinsic component of membrane	0.3042648676036108	0.38479262372	2
fig|657315.3.peg.194|ROI_30480	MF	0070011	peptidase activity, acting on L-amino acid peptides	2.135080417145484	0.516864996731	3
fig|657315.3.peg.194|ROI_30480	BP	0043170	macromolecule metabolic process	0.6883644446008446	0.425169145926	3
fig|657315.3.peg.194|ROI_30480	CC	0044425	membrane part	0.29451767122001477	0.383499288341	3
fig|657315.3.peg.194|ROI_30480	MF	0008233	peptidase activity	2.042333253087623	0.512205647316	4
fig|657315.3.peg.194|ROI_30480	BP	1901564	organonitrogen compound metabolic process	0.6729074843085691	0.423808922453	4
fig|657315.3.peg.194|ROI_30480	CC	0016020	membrane	0.2543654962288061	0.377931126795	4
fig|657315.3.peg.194|ROI_30480	MF	0140096	catalytic activity, acting on a protein	1.6222386598412384	0.489637077286	5
fig|657315.3.peg.194|ROI_30480	BP	0006807	nitrogen compound metabolic process	0.47054796432231255	0.404302116211	5
fig|657315.3.peg.194|ROI_30480	MF	0016787	hydrolase activity	0.9835684770700408	0.448702130348	6
fig|657315.3.peg.194|ROI_30480	BP	0044238	primary metabolic process	0.42612995267965664	0.399484570672	6
fig|657315.3.peg.194|ROI_30480	BP	0071704	organic substance metabolic process	0.37154382280901327	0.393205781043	7
fig|657315.3.peg.194|ROI_30480	MF	0003824	catalytic activity	0.27598529314749515	0.380979807124	7
fig|657315.3.peg.194|ROI_30480	BP	0008152	metabolic process	0.22136057641420276	0.373015107311	8
fig|657315.3.peg.195|ROI_30490	CC	0016021	integral component of membrane	0.8320930995955034	0.43715018725	1
fig|657315.3.peg.195|ROI_30490	CC	0031224	intrinsic component of membrane	0.8301360232226135	0.43699433466	2
fig|657315.3.peg.195|ROI_30490	CC	0044425	membrane part	0.8035424210523173	0.434858046254	3
fig|657315.3.peg.195|ROI_30490	CC	0016020	membrane	0.6939938979728657	0.425660742023	4
fig|657315.3.peg.196|ROI_30500	MF	0016149	translation release factor activity, codon specific	3.614997180482872	0.580770878863	1
fig|657315.3.peg.196|ROI_30500	BP	0006415	translational termination	3.2234194823395845	0.565390394689	1
fig|657315.3.peg.196|ROI_30500	CC	0005737	cytoplasm	0.5674326110413693	0.414076434555	1
fig|657315.3.peg.196|ROI_30500	MF	0003747	translation release factor activity	3.439216041738098	0.57397519265	2
fig|657315.3.peg.196|ROI_30500	BP	0043624	cellular protein complex disassembly	3.184460094846071	0.56381020736	2
fig|657315.3.peg.196|ROI_30500	CC	0044424	intracellular part	0.4774044522487999	0.405025157179	2
fig|657315.3.peg.196|ROI_30500	MF	0008079	translation termination factor activity	3.439189800726249	0.573974165371	3
fig|657315.3.peg.196|ROI_30500	BP	0032984	protein-containing complex disassembly	3.1589408384952584	0.562769905366	3
fig|657315.3.peg.196|ROI_30500	CC	0005622	intracellular	0.477403499796166	0.405025057101	3
fig|657315.3.peg.196|ROI_30500	BP	0022411	cellular component disassembly	3.12488920450857	0.561375211297	4
fig|657315.3.peg.196|ROI_30500	MF	0008135	translation factor activity, RNA binding	2.4577094053519284	0.532331249396	4
fig|657315.3.peg.196|ROI_30500	CC	0044464	cell part	0.3289556121119511	0.387978954895	4
fig|657315.3.peg.196|ROI_30500	BP	0043933	protein-containing complex subunit organization	2.1491514704712493	0.517562975686	5
fig|657315.3.peg.196|ROI_30500	MF	0003723	RNA binding	1.2136838880929288	0.464662951836	5
fig|657315.3.peg.196|ROI_30500	CC	0005623	cell	0.3145597819586699	0.386136333816	5
fig|657315.3.peg.196|ROI_30500	BP	0016043	cellular component organization	1.4431109326037173	0.479128109881	6
fig|657315.3.peg.196|ROI_30500	MF	0003676	nucleic acid binding	0.7518942322408259	0.430605584364	6
fig|657315.3.peg.196|ROI_30500	BP	0071840	cellular component organization or biogenesis	1.3467513499576362	0.473204043219	7
fig|657315.3.peg.196|ROI_30500	MF	1901363	heterocyclic compound binding	0.4367931861629661	0.400663160721	7
fig|657315.3.peg.196|ROI_30500	BP	0006412	translation	1.2196688563880682	0.46505687477	8
fig|657315.3.peg.196|ROI_30500	MF	0097159	organic cyclic compound binding	0.4366840480681248	0.40065117119	8
fig|657315.3.peg.196|ROI_30500	BP	0043043	peptide biosynthetic process	1.214721568553929	0.464731320118	9
fig|657315.3.peg.196|ROI_30500	MF	0005488	binding	0.3053361976781349	0.384933504654	9
fig|657315.3.peg.196|ROI_30500	BP	0006518	peptide metabolic process	1.2078174481440556	0.464275886562	10
fig|657315.3.peg.196|ROI_30500	BP	0043604	amide biosynthetic process	1.1735684488246891	0.461997140944	11
fig|657315.3.peg.196|ROI_30500	BP	0043603	cellular amide metabolic process	1.1417708400725521	0.459851539767	12
fig|657315.3.peg.196|ROI_30500	BP	0034645	cellular macromolecule biosynthetic process	0.9806294635285827	0.448486822083	13
fig|657315.3.peg.196|ROI_30500	BP	0010467	gene expression	0.9750841880556241	0.448079701981	14
fig|657315.3.peg.196|ROI_30500	BP	0044267	cellular protein metabolic process	0.9686966138869855	0.44760930501	15
fig|657315.3.peg.196|ROI_30500	BP	0009059	macromolecule biosynthetic process	0.9685862770016974	0.447601165921	16
fig|657315.3.peg.196|ROI_30500	BP	1901566	organonitrogen compound biosynthetic process	0.8425689609329817	0.437981338176	17
fig|657315.3.peg.196|ROI_30500	BP	0044271	cellular nitrogen compound biosynthetic process	0.8408119724853956	0.437842301499	18
fig|657315.3.peg.196|ROI_30500	BP	0019538	protein metabolic process	0.8334487992355445	0.437258041522	19
fig|657315.3.peg.196|ROI_30500	BP	0044260	cellular macromolecule metabolic process	0.6993500492316761	0.426126624189	20
fig|657315.3.peg.196|ROI_30500	BP	0044249	cellular biosynthetic process	0.674087860063955	0.423913343705	21
fig|657315.3.peg.196|ROI_30500	BP	1901576	organic substance biosynthetic process	0.6636726784622691	0.422988789101	22
fig|657315.3.peg.196|ROI_30500	BP	0009058	biosynthetic process	0.6427872622032478	0.421112669244	23
fig|657315.3.peg.196|ROI_30500	BP	0034641	cellular nitrogen compound metabolic process	0.5606265915357566	0.413418502815	24
fig|657315.3.peg.196|ROI_30500	BP	0043170	macromolecule metabolic process	0.5581446186110496	0.413177579803	25
fig|657315.3.peg.196|ROI_30500	BP	1901564	organonitrogen compound metabolic process	0.5456116947000526	0.411952753735	26
fig|657315.3.peg.196|ROI_30500	BP	0006807	nitrogen compound metabolic process	0.38153309071210667	0.39438766589	27
fig|657315.3.peg.196|ROI_30500	BP	0044238	primary metabolic process	0.3455177584819142	0.390049661527	28
fig|657315.3.peg.196|ROI_30500	BP	0044237	cellular metabolic process	0.32806624059282224	0.387866301307	29
fig|657315.3.peg.196|ROI_30500	BP	0071704	organic substance metabolic process	0.30125783936919753	0.384395866127	30
fig|657315.3.peg.196|ROI_30500	BP	0009987	cellular process	0.2357299374720804	0.375197543935	31
fig|657315.3.peg.196|ROI_30500	BP	0008152	metabolic process	0.1794851774627462	0.366214983344	32
fig|657315.3.peg.197|ROI_30510	CC	0016021	integral component of membrane	0.8320925401883653	0.437150142727	1
fig|657315.3.peg.197|ROI_30510	CC	0031224	intrinsic component of membrane	0.8301354651311966	0.43699429019	2
fig|657315.3.peg.197|ROI_30510	CC	0044425	membrane part	0.8035418808394899	0.434858002502	3
fig|657315.3.peg.197|ROI_30510	CC	0016020	membrane	0.6939934314083184	0.425660701363	4
fig|657315.3.peg.198|ROI_30520	MF	0008233	peptidase activity	4.6702945253847465	0.618489748543	1
fig|657315.3.peg.198|ROI_30520	BP	0006508	proteolysis	4.373364345868247	0.608350811688	1
fig|657315.3.peg.198|ROI_30520	MF	0140096	catalytic activity, acting on a protein	3.7096454853633882	0.584361588628	2
fig|657315.3.peg.198|ROI_30520	BP	0019538	protein metabolic process	2.3505434009340296	0.527313118534	2
fig|657315.3.peg.198|ROI_30520	MF	0016787	hydrolase activity	2.2491698976436068	0.52245981934	3
fig|657315.3.peg.198|ROI_30520	BP	0043170	macromolecule metabolic process	1.5741136723052254	0.486873273335	3
fig|657315.3.peg.198|ROI_30520	BP	1901564	organonitrogen compound metabolic process	1.5387675519191581	0.48481634531	4
fig|657315.3.peg.198|ROI_30520	MF	0003824	catalytic activity	0.6311078770934311	0.420050217239	4
fig|657315.3.peg.198|ROI_30520	BP	0006807	nitrogen compound metabolic process	1.0760230135718936	0.455318180297	5
fig|657315.3.peg.198|ROI_30520	BP	0044238	primary metabolic process	0.9744503655774717	0.448033094697	6
fig|657315.3.peg.198|ROI_30520	BP	0071704	organic substance metabolic process	0.8496258281953399	0.438538317835	7
fig|657315.3.peg.198|ROI_30520	BP	0008152	metabolic process	0.5061951014117423	0.408006009365	8
fig|657315.3.peg.199|ROI_30530	CC	0016021	integral component of membrane	0.7866022768329186	0.433478753164	1
fig|657315.3.peg.199|ROI_30530	MF	0003899	DNA-directed 5-3 RNA polymerase activity	0.6738833347017215	0.42389525704	1
fig|657315.3.peg.199|ROI_30530	BP	0032774	RNA biosynthetic process	0.4758613530247792	0.40486288704	1
fig|657315.3.peg.199|ROI_30530	CC	0031224	intrinsic component of membrane	0.7847521945144863	0.433327220708	2
fig|657315.3.peg.199|ROI_30530	MF	0034062	5-3 RNA polymerase activity	0.6044206541062805	0.417585007097	2
fig|657315.3.peg.199|ROI_30530	BP	0034654	nucleobase-containing compound biosynthetic process	0.32469892376692666	0.387438385274	2
fig|657315.3.peg.199|ROI_30530	CC	0044425	membrane part	0.7596124739393335	0.431250148844	3
fig|657315.3.peg.199|ROI_30530	MF	0097747	RNA polymerase activity	0.6044193353102729	0.417584883944	3
fig|657315.3.peg.199|ROI_30530	BP	0016070	RNA metabolic process	0.320966256073963	0.38696143942	3
fig|657315.3.peg.199|ROI_30530	CC	0016020	membrane	0.6560530071923196	0.422307787977	4
fig|657315.3.peg.199|ROI_30530	MF	0005524	ATP binding	0.5391641712646107	0.411317164609	4
fig|657315.3.peg.199|ROI_30530	BP	0019438	aromatic compound biosynthetic process	0.2885384664189239	0.382695307737	4
fig|657315.3.peg.199|ROI_30530	MF	0032559	adenyl ribonucleotide binding	0.5367456999344381	0.411077775224	5
fig|657315.3.peg.199|ROI_30530	BP	0018130	heterocycle biosynthetic process	0.28333546121628855	0.381988892231	5
fig|657315.3.peg.199|ROI_30530	CC	0005840	ribosome	0.0352006340161641	0.33194218007	5
fig|657315.3.peg.199|ROI_30530	MF	0030554	adenyl nucleotide binding	0.5358665146613545	0.410990616534	6
fig|657315.3.peg.199|ROI_30530	BP	1901362	organic cyclic compound biosynthetic process	0.2780224769817436	0.381260818981	6
fig|657315.3.peg.199|ROI_30530	CC	1990904	ribonucleoprotein complex	0.03340445172696816	0.331238036701	6
fig|657315.3.peg.199|ROI_30530	MF	0035639	purine ribonucleoside triphosphate binding	0.5109960950097884	0.408494754737	7
fig|657315.3.peg.199|ROI_30530	BP	0090304	nucleic acid metabolic process	0.24651484192994913	0.376792179	7
fig|657315.3.peg.199|ROI_30530	CC	0043232	intracellular non-membrane-bounded organelle	0.03193855989088544	0.330649218403	7
fig|657315.3.peg.199|ROI_30530	MF	0032555	purine ribonucleotide binding	0.5075756816882211	0.408146790187	8
fig|657315.3.peg.199|ROI_30530	BP	0009059	macromolecule biosynthetic process	0.23849535297045377	0.375609851689	8
fig|657315.3.peg.199|ROI_30530	CC	0043228	non-membrane-bounded organelle	0.031231510355383643	0.330360381565	8
fig|657315.3.peg.199|ROI_30530	MF	0017076	purine nucleotide binding	0.5067456613526368	0.408062174165	9
fig|657315.3.peg.199|ROI_30530	BP	0044271	cellular nitrogen compound biosynthetic process	0.2070334392723762	0.37076734656	9
fig|657315.3.peg.199|ROI_30530	CC	0044444	cytoplasmic part	0.025562797411399548	0.327915113188	9
fig|657315.3.peg.199|ROI_30530	MF	0008144	drug binding	0.5040732372198532	0.407789263375	10
fig|657315.3.peg.199|ROI_30530	BP	0006139	nucleobase-containing compound metabolic process	0.19040927419041107	0.36805934299	10
fig|657315.3.peg.199|ROI_30530	CC	0032991	protein-containing complex	0.02530487016962659	0.327797696638	10
fig|657315.3.peg.199|ROI_30530	MF	0032553	ribonucleotide binding	0.49867805950602645	0.40723608865	11
fig|657315.3.peg.199|ROI_30530	BP	0006725	cellular aromatic compound metabolic process	0.17318314450170957	0.365125385087	11
fig|657315.3.peg.199|ROI_30530	CC	0043229	intracellular organelle	0.022450636381528027	0.32645609489	11
fig|657315.3.peg.199|ROI_30530	MF	0097367	carbohydrate derivative binding	0.4901602333766966	0.406356617132	12
fig|657315.3.peg.199|ROI_30530	BP	0046483	heterocycle metabolic process	0.17292087996703306	0.365079614351	12
fig|657315.3.peg.199|ROI_30530	CC	0043226	organelle	0.022014486122363848	0.326243729749	12
fig|657315.3.peg.199|ROI_30530	MF	0016779	nucleotidyltransferase activity	0.45687297774559243	0.402844135152	13
fig|657315.3.peg.199|ROI_30530	BP	1901360	organic cyclic compound metabolic process	0.16987314797954667	0.364545153302	13
fig|657315.3.peg.199|ROI_30530	CC	0005737	cytoplasm	0.01713678842499313	0.323707777246	13
fig|657315.3.peg.199|ROI_30530	MF	0000166	nucleotide binding	0.44464063955855904	0.401521363291	14
fig|657315.3.peg.199|ROI_30530	BP	0044249	cellular biosynthetic process	0.1659809001390271	0.363855574183	14
fig|657315.3.peg.199|ROI_30530	CC	0044424	intracellular part	0.014417886691995153	0.32213481809	14
fig|657315.3.peg.199|ROI_30530	MF	1901265	nucleoside phosphate binding	0.4446406219654974	0.401521361375	15
fig|657315.3.peg.199|ROI_30530	BP	1901576	organic substance biosynthetic process	0.16341636616686026	0.363396795352	15
fig|657315.3.peg.199|ROI_30530	CC	0005622	intracellular	0.014417857927382483	0.322134800699	15
