gene	ontology	GO_id	GO_name
fig|999419.3.peg.3|HMPREF1077_00005	MF	GO:0030246	carbohydrate binding
fig|999419.3.peg.3|HMPREF1077_00005	BP	GO:0006517	protein deglycosylation
fig|999419.3.peg.3|HMPREF1077_00005	CC	GO:0005829	cytosol
fig|999419.3.peg.5|HMPREF1077_00007	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.6|HMPREF1077_00008	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.8|HMPREF1077_00010	MF	GO:0008236	serine-type peptidase activity
fig|999419.3.peg.8|HMPREF1077_00010	BP	GO:0006508	proteolysis
fig|999419.3.peg.8|HMPREF1077_00010	CC	GO:0005737	cytoplasm
fig|999419.3.peg.9|HMPREF1077_00011	MF	GO:0016987	sigma factor activity
fig|999419.3.peg.9|HMPREF1077_00011	BP	GO:2000142	regulation of DNA-templated transcription, initiation
fig|999419.3.peg.10|HMPREF1077_00013	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.11|HMPREF1077_00014	CC	GO:0009279	cell outer membrane
fig|999419.3.peg.12|HMPREF1077_00015	BP	GO:0007218	neuropeptide signaling pathway
fig|999419.3.peg.14|HMPREF1077_00017	MF	GO:0008236	serine-type peptidase activity
fig|999419.3.peg.14|HMPREF1077_00017	BP	GO:0006508	proteolysis
fig|999419.3.peg.14|HMPREF1077_00017	CC	GO:0005737	cytoplasm
fig|999419.3.peg.15|HMPREF1077_00018	MF	GO:0003676	nucleic acid binding
fig|999419.3.peg.15|HMPREF1077_00018	BP	GO:0090305	nucleic acid phosphodiester bond hydrolysis
fig|999419.3.peg.15|HMPREF1077_00018	CC	GO:0005829	cytosol
fig|999419.3.peg.16|HMPREF1077_00019	MF	GO:0015293	symporter activity
fig|999419.3.peg.16|HMPREF1077_00019	BP	GO:0055085	transmembrane transport
fig|999419.3.peg.16|HMPREF1077_00019	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.17|HMPREF1077_00020	MF	GO:0015297	antiporter activity
fig|999419.3.peg.17|HMPREF1077_00020	BP	GO:0055085	transmembrane transport
fig|999419.3.peg.17|HMPREF1077_00020	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.18|HMPREF1077_00021	MF	GO:0036055	protein-succinyllysine desuccinylase activity
fig|999419.3.peg.18|HMPREF1077_00021	BP	GO:0036047	peptidyl-lysine demalonylation
fig|999419.3.peg.18|HMPREF1077_00021	CC	GO:0005737	cytoplasm
fig|999419.3.peg.19|HMPREF1077_00022	MF	GO:0003824	catalytic activity
fig|999419.3.peg.20|HMPREF1077_00023	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.21|HMPREF1077_00025	MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
fig|999419.3.peg.21|HMPREF1077_00025	BP	GO:0000413	protein peptidyl-prolyl isomerization
fig|999419.3.peg.22|HMPREF1077_00026	MF	GO:0003755	peptidyl-prolyl cis-trans isomerase activity
fig|999419.3.peg.22|HMPREF1077_00026	BP	GO:0000413	protein peptidyl-prolyl isomerization
fig|999419.3.peg.22|HMPREF1077_00026	CC	GO:0016020	membrane
fig|999419.3.peg.23|HMPREF1077_00027	MF	GO:0043565	sequence-specific DNA binding
fig|999419.3.peg.23|HMPREF1077_00027	BP	GO:0006355	regulation of transcription, DNA-templated
fig|999419.3.peg.24|HMPREF1077_00028	MF	GO:0004252	serine-type endopeptidase activity
fig|999419.3.peg.24|HMPREF1077_00028	BP	GO:0006508	proteolysis
fig|999419.3.peg.24|HMPREF1077_00028	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.25|HMPREF1077_00029	MF	GO:0008855	exodeoxyribonuclease VII activity
fig|999419.3.peg.25|HMPREF1077_00029	CC	GO:0009318	exodeoxyribonuclease VII complex
fig|999419.3.peg.25|HMPREF1077_00029	BP	GO:0006308	DNA catabolic process
fig|999419.3.peg.26|HMPREF1077_00030	MF	GO:0008855	exodeoxyribonuclease VII activity
fig|999419.3.peg.26|HMPREF1077_00030	CC	GO:0009318	exodeoxyribonuclease VII complex
fig|999419.3.peg.26|HMPREF1077_00030	BP	GO:0006308	DNA catabolic process
fig|999419.3.peg.27|HMPREF1077_00031	MF	GO:0050518	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase activity
fig|999419.3.peg.27|HMPREF1077_00031	BP	GO:0016114	terpenoid biosynthetic process
fig|999419.3.peg.28|HMPREF1077_00032	MF	GO:0004003	ATP-dependent DNA helicase activity
fig|999419.3.peg.28|HMPREF1077_00032	BP	GO:0032508	DNA duplex unwinding
fig|999419.3.peg.29|HMPREF1077_00033	MF	GO:0016787	hydrolase activity
fig|999419.3.peg.29|HMPREF1077_00033	BP	GO:0006508	proteolysis
fig|999419.3.peg.31|HMPREF1077_00035	CC	GO:0016021	integral component of membrane
fig|999419.3.peg.31|HMPREF1077_00035	MF	GO:0016853	isomerase activity
fig|999419.3.peg.31|HMPREF1077_00035	BP	GO:0006094	gluconeogenesis
fig|999419.3.peg.32|HMPREF1077_00036	MF	GO:0004807	triose-phosphate isomerase activity
fig|999419.3.peg.32|HMPREF1077_00036	BP	GO:0006094	gluconeogenesis
fig|999419.3.peg.32|HMPREF1077_00036	CC	GO:0005737	cytoplasm
fig|999419.3.peg.33|HMPREF1077_00037	MF	GO:0042834	peptidoglycan binding
fig|999419.3.peg.33|HMPREF1077_00037	BP	GO:0051301	cell division
fig|999419.3.peg.34|HMPREF1077_00038	MF	GO:0003934	GTP cyclohydrolase I activity
fig|999419.3.peg.553	MF	GO:0016893	endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5-phosphomonoesters	0.3797406769239597	0.394176744919	15
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0046395	carboxylic acid catabolic process	2.3292682862496488	0.52630337644	18
fig|999419.3.peg.2823|HMPREF1077_02756	MF	0043167	ion binding	0.595486198047244	0.416747576203	18
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0016054	organic acid catabolic process	2.3244618707399916	0.526074620495	19
fig|999419.3.peg.2823|HMPREF1077_02756	MF	1901363	heterocyclic compound binding	0.4370021847615102	0.400686116399	19
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0006767	water-soluble vitamin metabolic process	2.1848410196734225	0.519323136244	20
fig|999419.3.peg.2823|HMPREF1077_02756	MF	0097159	organic cyclic compound binding	0.43689299444582486	0.400674124	20
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0006766	vitamin metabolic process	2.1825044844236388	0.5192083433	21
fig|999419.3.peg.2823|HMPREF1077_02756	MF	0005488	binding	0.3054822961966583	0.384952697587	21
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0044282	small molecule catabolic process	2.162556012797832	0.518225771091	22
fig|999419.3.peg.2823|HMPREF1077_02756	MF	0003824	catalytic activity	0.2238834572971195	0.373403303309	22
fig|999419.3.peg.2823|HMPREF1077_02756	BP	1901565	organonitrogen compound catabolic process	2.060856808201877	0.513144540638	23
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0009152	purine ribonucleotide biosynthetic process	1.9624315158334413	0.508106052382	24
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0006164	purine nucleotide biosynthetic process	1.9461169360910249	0.507258784574	25
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0072522	purine-containing compound biosynthetic process	1.9327588140983474	0.50656240707	26
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0032787	monocarboxylic acid metabolic process	1.8777859881410235	0.503670945365	27
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0009260	ribonucleotide biosynthetic process	1.8694513620157907	0.503228884154	28
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0009108	coenzyme biosynthetic process	1.8608057047275062	0.502769283598	29
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0046390	ribose phosphate biosynthetic process	1.8596366885310884	0.502707057172	30
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0006732	coenzyme metabolic process	1.752612218863014	0.496924851449	31
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0009165	nucleotide biosynthetic process	1.7181820604476317	0.495027352495	32
fig|999419.3.peg.2823|HMPREF1077_02756	BP	1901293	nucleoside phosphate biosynthetic process	1.7130758524503753	0.494744328303	33
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0044248	cellular catabolic process	1.7104304035417275	0.494597531883	34
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0051188	cofactor biosynthetic process	1.6963180715748543	0.493812510839	35
fig|999419.3.peg.2823|HMPREF1077_02756	BP	1901575	organic substance catabolic process	1.6283368957471542	0.489984354187	36
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0009056	catabolic process	1.5995049833676611	0.488336672657	37
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0051186	cofactor metabolic process	1.567844098334018	0.486510120287	38
fig|999419.3.peg.2823|HMPREF1077_02756	BP	1901137	carbohydrate derivative biosynthetic process	1.5611554405222081	0.486121891178	39
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0009150	purine ribonucleotide metabolic process	1.533519609068581	0.484508940987	40
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0090407	organophosphate biosynthetic process	1.5265862273906081	0.484102002485	41
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0006163	purine nucleotide metabolic process	1.525244802207996	0.484023164077	42
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0072521	purine-containing compound metabolic process	1.5048355661845807	0.482819365694	43
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0009259	ribonucleotide metabolic process	1.4910842947608456	0.482003665585	44
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0019693	ribose phosphate metabolic process	1.467226576636017	0.480579494553	45
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0009117	nucleotide metabolic process	1.3742573104356746	0.474916103369	46
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0006753	nucleoside phosphate metabolic process	1.370469687062654	0.474681373189	47
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0034654	nucleobase-containing compound biosynthetic process	1.319310420665591	0.471478518914	48
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0055086	nucleobase-containing small molecule metabolic process	1.2927845834957423	0.469793395038	49
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0019637	organophosphate metabolic process	1.249492519341873	0.467005578354	50
fig|999419.3.peg.2823|HMPREF1077_02756	BP	1901135	carbohydrate derivative metabolic process	1.216652999642407	0.464858496052	51
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0019752	carboxylic acid metabolic process	1.2147016510225277	0.464730008113	52
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0043436	oxoacid metabolic process	1.2065584210922662	0.464192694047	53
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0006082	organic acid metabolic process	1.2010407052660268	0.4638275879	54
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0019438	aromatic compound biosynthetic process	1.1723839460047194	0.461917739549	55
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0018130	heterocycle biosynthetic process	1.1512431953580018	0.460493794284	56
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0043603	cellular amide metabolic process	1.1423171592757657	0.459888654101	57
fig|999419.3.peg.2823|HMPREF1077_02756	BP	1901362	organic cyclic compound biosynthetic process	1.1296555800245471	0.459026192786	58
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0006796	phosphate-containing compound metabolic process	1.0015562391622244	0.45001293904	59
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0006793	phosphorus metabolic process	0.9922844365268038	0.449338765435	60
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0044281	small molecule metabolic process	0.8604396117244306	0.439387351862	61
fig|999419.3.peg.2823|HMPREF1077_02756	BP	1901566	organonitrogen compound biosynthetic process	0.8429721167916128	0.438013220864	62
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0044271	cellular nitrogen compound biosynthetic process	0.8412142876529747	0.437874150927	63
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0006139	nucleobase-containing compound metabolic process	0.7736672998987281	0.432415537937	64
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0006725	cellular aromatic compound metabolic process	0.7036744211346633	0.426501461271	65
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0046483	heterocycle metabolic process	0.7026087929226705	0.426409199675	66
fig|999419.3.peg.2823|HMPREF1077_02756	BP	1901360	organic cyclic compound metabolic process	0.6902253069417533	0.425331868738	67
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0044249	cellular biosynthetic process	0.6744104003931359	0.423941861139	68
fig|999419.3.peg.2823|HMPREF1077_02756	BP	1901576	organic substance biosynthetic process	0.66399023529256	0.423017085369	69
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0009058	biosynthetic process	0.6430948256937469	0.421140516719	70
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0034641	cellular nitrogen compound metabolic process	0.5608948424509479	0.413444509743	71
fig|999419.3.peg.2823|HMPREF1077_02756	BP	1901564	organonitrogen compound metabolic process	0.545872761225708	0.411978410036	72
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0006807	nitrogen compound metabolic process	0.38171564823310994	0.394409120385	73
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0044238	primary metabolic process	0.3456830832387612	0.390070078313	74
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0044237	cellular metabolic process	0.3282232150756796	0.387886195804	75
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0071704	organic substance metabolic process	0.30140198645807886	0.38441493045	76
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0009987	cellular process	0.235842730501201	0.375214407896	77
fig|999419.3.peg.2823|HMPREF1077_02756	BP	0008152	metabolic process	0.17957105826798192	0.366229698555	78
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0006310	DNA recombination	2.591406885905064	0.5384407432	1
fig|999419.3.peg.2825|HMPREF1077_02758	MF	0005524	ATP binding	1.327357416750056	0.471986369772	1
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0006281	DNA repair	2.4969734561779258	0.534142348435	2
fig|999419.3.peg.2825|HMPREF1077_02758	MF	0032559	adenyl ribonucleotide binding	1.3214034308800888	0.471610758759	2
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0006974	cellular response to DNA damage stimulus	2.4830115857740718	0.533499983792	3
fig|999419.3.peg.2825|HMPREF1077_02758	MF	0030554	adenyl nucleotide binding	1.3192389823593573	0.471474003474	3
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0033554	cellular response to stress	2.382825689939172	0.528836586335	4
fig|999419.3.peg.2825|HMPREF1077_02758	MF	0035639	purine ribonucleoside triphosphate binding	1.2580109970042421	0.467557901774	4
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0006950	response to stress	2.209041120630461	0.520508485255	5
fig|999419.3.peg.2825|HMPREF1077_02758	MF	0032555	purine ribonucleotide binding	1.2495903503205348	0.467011932215	5
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0006259	DNA metabolic process	1.806360619979604	0.499850129914	6
fig|999419.3.peg.2825|HMPREF1077_02758	MF	0017076	purine nucleotide binding	1.2475469399694592	0.466879166471	6
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0051716	cellular response to stimulus	1.6256987447487152	0.489834199065	7
fig|999419.3.peg.2825|HMPREF1077_02758	MF	0008144	drug binding	1.2409677528082799	0.466450959104	7
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0050896	response to stimulus	1.479118610920563	0.481290817538	8
fig|999419.3.peg.2825|HMPREF1077_02758	MF	0032553	ribonucleotide binding	1.2276854734306726	0.465583007007	8
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0090304	nucleic acid metabolic process	1.26299531119224	0.467880209173	9
fig|999419.3.peg.2825|HMPREF1077_02758	MF	0097367	carbohydrate derivative binding	1.206715608795872	0.464203082882	9
fig|999419.3.peg.2825|HMPREF1077_02758	MF	0000166	nucleotide binding	1.0946518373471166	0.456616386453	10
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0006139	nucleobase-containing compound metabolic process	0.9755437791382334	0.44811348792	10
fig|999419.3.peg.2825|HMPREF1077_02758	MF	1901265	nucleoside phosphate binding	1.0946517940351126	0.456616383447	11
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0006725	cellular aromatic compound metabolic process	0.8872873445297164	0.44147249203	11
fig|999419.3.peg.2825|HMPREF1077_02758	MF	0043168	anion binding	1.084034408342516	0.455877844913	12
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0046483	heterocycle metabolic process	0.8859436571679528	0.441368890249	12
fig|999419.3.peg.2825|HMPREF1077_02758	MF	0036094	small molecule binding	1.0198297346788254	0.451332571721	13
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0044260	cellular macromolecule metabolic process	0.8822565387074226	0.441084199583	13
fig|999419.3.peg.2825|HMPREF1077_02758	BP	1901360	organic cyclic compound metabolic process	0.8703288926376299	0.440159140912	14
fig|999419.3.peg.2825|HMPREF1077_02758	MF	0043167	ion binding	0.7508690830589697	0.430519723863	14
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0034641	cellular nitrogen compound metabolic process	0.7072516498698683	0.4268106663	15
fig|999419.3.peg.2825|HMPREF1077_02758	MF	1901363	heterocyclic compound binding	0.5510311252261949	0.412484095554	15
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0043170	macromolecule metabolic process	0.7041205471493879	0.426540065908	16
fig|999419.3.peg.2825|HMPREF1077_02758	MF	0097159	organic cyclic compound binding	0.5508934433916092	0.412470629129	16
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0006807	nitrogen compound metabolic process	0.4813184247056488	0.405435572668	17
fig|999419.3.peg.2825|HMPREF1077_02758	MF	0005488	binding	0.38519316213897425	0.394816828867	17
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0044238	primary metabolic process	0.43588372088498556	0.400563204217	18
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0044237	cellular metabolic process	0.41386797099702	0.398110893301	19
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0071704	organic substance metabolic process	0.38004815887600923	0.394212962947	20
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0009987	cellular process	0.2973822321630215	0.383881572957	21
fig|999419.3.peg.2825|HMPREF1077_02758	BP	0008152	metabolic process	0.22642734005887247	0.373792522515	22
fig|999419.3.peg.2827|HMPREF1077_02760	CC	0016021	integral component of membrane	0.8321259075667771	0.437152798363	1
fig|999419.3.peg.2827|HMPREF1077_02760	CC	0031224	intrinsic component of membrane	0.830168754029799	0.436996942701	2
fig|999419.3.peg.2827|HMPREF1077_02760	CC	0044425	membrane part	0.8035741033204191	0.434860612181	3
fig|999419.3.peg.2827|HMPREF1077_02760	CC	0016020	membrane	0.6940212609348706	0.425663126634	4
fig|999419.3.peg.2828|HMPREF1077_02761	CC	0016021	integral component of membrane	0.8320804023385263	0.437149176689	1
fig|999419.3.peg.2828|HMPREF1077_02761	CC	0031224	intrinsic component of membrane	0.830123355829484	0.436993325288	2
fig|999419.3.peg.2828|HMPREF1077_02761	CC	0044425	membrane part	0.8035301594620973	0.434857053182	3
fig|999419.3.peg.2828|HMPREF1077_02761	CC	0016020	membrane	0.6939833080294238	0.425659819124	4
fig|999419.3.peg.2829|HMPREF1077_02762	MF	0008173	RNA methyltransferase activity	2.7209728868381466	0.544212797596	1
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0001510	RNA methylation	2.615896153389196	0.539542592469	1
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0043414	macromolecule methylation	2.3640648122867822	0.527952487108	2
fig|999419.3.peg.2829|HMPREF1077_02762	MF	0008168	methyltransferase activity	1.9594628610681077	0.507952143601	2
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0009451	RNA modification	2.1566371905750628	0.517933365481	3
fig|999419.3.peg.2829|HMPREF1077_02762	MF	0016741	transferase activity, transferring one-carbon groups	1.8997830355042544	0.504832960126	3
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0032259	methylation	1.8734560826085296	0.503441413721	4
fig|999419.3.peg.2829|HMPREF1077_02762	MF	0140098	catalytic activity, acting on RNA	1.7678229646686752	0.497757199495	4
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0006396	RNA processing	1.80435759248001	0.499741901387	5
fig|999419.3.peg.2829|HMPREF1077_02762	MF	0003723	RNA binding	1.2855274115365667	0.469329358981	5
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0043412	macromolecule modification	1.4045986075716987	0.476784887853	6
fig|999419.3.peg.2829|HMPREF1077_02762	MF	0016740	transferase activity	0.8730002546283938	0.440366868794	6
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0016070	RNA metabolic process	1.38068155093884	0.47531349409	7
fig|999419.3.peg.2829|HMPREF1077_02762	MF	0003676	nucleic acid binding	0.7964023050850735	0.434278476817	7
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0090304	nucleic acid metabolic process	1.060418308293609	0.454222043895	8
fig|999419.3.peg.2829|HMPREF1077_02762	MF	1901363	heterocyclic compound binding	0.4626489809197286	0.403462578797	8
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0010467	gene expression	1.0328038994329996	0.452262345888	9
fig|999419.3.peg.2829|HMPREF1077_02762	MF	0097159	organic cyclic compound binding	0.46253338243981323	0.40345023951	9
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0006139	nucleobase-containing compound metabolic process	0.8190723075318377	0.436109795002	10
fig|999419.3.peg.2829|HMPREF1077_02762	MF	0005488	binding	0.3234104495416487	0.387274060359	10
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0006725	cellular aromatic compound metabolic process	0.7449716847866563	0.430024649727	11
fig|999419.3.peg.2829|HMPREF1077_02762	MF	0003824	catalytic activity	0.23702273575548696	0.375390592152	11
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0046483	heterocycle metabolic process	0.7438435169570451	0.429929719403	12
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0044260	cellular macromolecule metabolic process	0.7407477905630155	0.429668857314	13
fig|999419.3.peg.2829|HMPREF1077_02762	BP	1901360	organic cyclic compound metabolic process	0.7307332686125619	0.428821225951	14
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0034641	cellular nitrogen compound metabolic process	0.5938126542884014	0.416590017173	15
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0043170	macromolecule metabolic process	0.5911837619872802	0.416342066003	16
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0006807	nitrogen compound metabolic process	0.40411778662511694	0.39700401649	17
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0044238	primary metabolic process	0.36597054147196734	0.392539464734	18
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0044237	cellular metabolic process	0.34748598808912573	0.390292411967	19
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0071704	organic substance metabolic process	0.3190906744736572	0.386720737948	20
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0009987	cellular process	0.2496838751120979	0.377254084147	21
fig|999419.3.peg.2829|HMPREF1077_02762	BP	0008152	metabolic process	0.19010972944150903	0.3680094861	22
fig|999419.3.peg.2830|HMPREF1077_02763	MF	0016787	hydrolase activity	2.2488618597342502	0.522444907043	1
fig|999419.3.peg.2830|HMPREF1077_02763	MF	0003824	catalytic activity	0.6310214429155407	0.420042318001	2
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0051539	4 iron, 4 sulfur cluster binding	2.2929227710648683	0.524567647687	1
fig|999419.3.peg.2831|HMPREF1077_02764	BP	0032259	methylation	0.03482866403521029	0.331797861853	1
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0005506	iron ion binding	2.281920779636837	0.524039524651	2
fig|999419.3.peg.2831|HMPREF1077_02764	BP	0008152	metabolic process	0.003534253062032732	0.313332079626	2
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0051536	iron-sulfur cluster binding	1.966414266324125	0.508312353833	3
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0051540	metal cluster binding	1.9661269784046795	0.508297479677	4
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0046914	transition metal ion binding	1.572254323171593	0.486765649659	5
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0048037	cofactor binding	1.1617320215406035	0.461201893533	6
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0046872	metal ion binding	0.9683465372669036	0.447583479728	7
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0043169	cation binding	0.962637678836646	0.447161674455	8
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0043167	ion binding	0.6039517713787886	0.417541213012	9
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0005488	binding	0.30982510512895917	0.385521130185	10
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0003824	catalytic activity	0.22706623774053486	0.373889931153	11
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0008168	methyltransferase activity	0.03642758125538263	0.332412887845	12
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0016741	transferase activity, transferring one-carbon groups	0.035318097764662486	0.331987595495	13
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0016740	transferase activity	0.016229594519648408	0.323197815829	14
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0003676	nucleic acid binding	0.01480559303106494	0.322367679816	15
fig|999419.3.peg.2831|HMPREF1077_02764	MF	1901363	heterocyclic compound binding	0.008600920017431039	0.318166014287	16
fig|999419.3.peg.2831|HMPREF1077_02764	MF	0097159	organic cyclic compound binding	0.008598770972861845	0.318164331858	17
fig|999419.3.peg.2833|HMPREF1077_02765	BP	0006108	malate metabolic process	4.041706460109267	0.596610018613	1
fig|999419.3.peg.2833|HMPREF1077_02765	MF	0016615	malate dehydrogenase activity	3.638423415722269	0.581663944243	1
fig|999419.3.peg.2833|HMPREF1077_02765	BP	0043648	dicarboxylic acid metabolic process	2.370619341492173	0.528261764176	2
fig|999419.3.peg.2833|HMPREF1077_02765	MF	0016616	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	2.2834713666720163	0.52411403365	2
fig|999419.3.peg.2833|HMPREF1077_02765	MF	0016614	oxidoreductase activity, acting on CH-OH group of donors	2.1988494461931056	0.520010080647	3
fig|999419.3.peg.2833|HMPREF1077_02765	BP	0005975	carbohydrate metabolic process	1.5606035311129314	0.486089819644	3
fig|999419.3.peg.2833|HMPREF1077_02765	BP	0019752	carboxylic acid metabolic process	1.2585081384233534	0.467590077729	4
fig|999419.3.peg.2833|HMPREF1077_02765	MF	0016491	oxidoreductase activity	1.0264390167802535	0.451806950374	4
fig|999419.3.peg.2833|HMPREF1077_02765	BP	0043436	oxoacid metabolic process	1.2500712344875928	0.467043160742	5
fig|999419.3.peg.2833|HMPREF1077_02765	MF	0030060	L-malate dehydrogenase activity	0.29601113292765885	0.383698826295	5
fig|999419.3.peg.2833|HMPREF1077_02765	BP	0006082	organic acid metabolic process	1.2443545300878056	0.466671529387	6
fig|999419.3.peg.2833|HMPREF1077_02765	MF	0003824	catalytic activity	0.2319574957600488	0.37463117446	6
fig|999419.3.peg.2833|HMPREF1077_02765	BP	0055114	oxidation-reduction process	0.9136274200995915	0.443487764025	7
fig|999419.3.peg.2833|HMPREF1077_02765	BP	0044281	small molecule metabolic process	0.8914701425370363	0.441794495418	8
fig|999419.3.peg.2833|HMPREF1077_02765	BP	0044238	primary metabolic process	0.35814965197836074	0.391595819454	9
fig|999419.3.peg.2833|HMPREF1077_02765	BP	0044237	cellular metabolic process	0.340060118502762	0.389372906415	10
fig|999419.3.peg.2833|HMPREF1077_02765	BP	0071704	organic substance metabolic process	0.31227162042230805	0.385839602317	11
